x,y
343.3875096380271,42.964294278639045
360.941092807862,60.615454529298574
367.51407120099395,181.25823037873317
408.39542772748837,125.06604402731085
427.58348209914163,157.91013967814564
390.99264406558706,152.1709656673845
398.0863274514993,164.6704037083989
417.9354938054322,170.02681729500125
459.940524965129,140.9973382119191
318.8082902251882,114.68559897701141
282.5740227420762,90.8766244837604
292.60486562228385,114.80525920738717
296.5084424083327,93.6053005580942
295.6027806447591,109.40856077015013
250.19865447112997,128.13740956097996
292.77029969600443,96.67630473329422
316.35176181995024,170.54780792347532
397.3859333448569,210.90600586225804
452.09060357854673,218.99770430100125
397.8537090540439,160.54160968945507
432.7749443683761,195.71978673361082
397.39618895787385,189.97128168233132
427.1928834521204,187.9742185421028
439.0235490396275,224.64514262665637
444.42706939172393,147.60414690346062
448.5946966364206,119.02382912913168
473.39867907398104,131.82613367826303
433.3307665030777,41.987091547613716
360.53317671087837,84.80980850329769
307.3310952498424,32.28117493398861
254.89878633292847,56.92489694832511
295.02747363281674,57.922708337674464
263.21263402540023,89.66383628983345
251.7037018467881,67.59350672206477
283.4589728632669,76.13929685506372
266.59405885184106,127.37717693924111
318.894924721968,170.18794656119377
333.81607965231416,147.13230924991842
380.6231191480105,194.8247211555456
379.59600647720373,150.3524640499308
410.4730856416947,162.91200243965847
444.3743191920687,174.1576925269536
461.5497731191542,115.30313322940447
463.4698398013413,166.936554907603
503.0111468795173,153.38688082765646
457.63290302178154,141.91743775783988
443.8613354935618,93.28702960406213
431.59187017143455,105.52182255224312
349.45218765760796,91.75970873889668
320.93640439595964,76.06717212383523
309.41602589271986,63.99273880351262
259.4583734814552,155.78842989259408
291.13117120625395,137.4198651862717
296.7223817577173,151.48631141069393
278.0379971529972,178.24160109947888
361.72255988069264,206.705425284454
393.5231690434126,169.61148524115913
403.68493051334275,218.75363022733092
415.4130092018252,224.7884984988404
500.3435130594964,208.20177362051828
427.7416542540008,104.81606671234772
429.53567860835307,82.47243156579594
425.8932830601053,-8.787127011582356
414.8688189498106,97.07395290504388
352.78779974413686,21.842350070552357
397.017872679447,64.10737270775434
427.9553602068852,44.39105209541293
560.6477735050296,421.364780337493
659.0390502450587,440.22977562653523
583.6105899969502,444.1474054813456
588.1680398222718,414.84954137362814
618.5762036341173,407.41149926924703
558.3275560613395,372.4162751614558
623.9850726377915,386.0902534263821
645.7487270317733,354.5672008317229
615.9832465253635,348.96143827337187
682.489414913567,343.8150784852701
644.0506554213771,353.4663965340213
621.6793923424648,363.1887598417479
678.3795710658225,372.292410207674
728.2862723503007,438.47887664534784
692.6813661282953,435.6780760369288
662.8788588315989,431.74551334767125
614.7081579194178,429.2850498856032
556.6426622691251,337.1925213157108
571.9146872327099,402.6351457171678
568.2754352279452,358.3740930566597
603.9894584864743,346.181492008894
612.6916722807952,327.713732133167
590.2262306542689,317.2937116172219
703.2636281599845,322.3337325336555
681.5859351866588,417.48033583597544
720.8409332801821,355.448696121528
666.4951796218594,451.47692988202243
697.3616568701145,460.65511100537685
649.0158718128602,472.708580419333
615.2451194904214,454.10936222202383
537.1997318426996,427.4493603062637
502.5018547694318,412.05968597272397
539.1358349490318,402.53270189161367
583.8792126760039,340.64745888684246
626.8221652332409,345.8950970746945
571.8283311141328,394.83478191153296
584.9399853363749,325.65681221365605
665.0225360843908,387.8677712822562
599.0143130404964,384.9849914989686
638.0986287727044,447.6594080421179
658.7608504276014,447.9217699342585
597.8245294092055,458.0369094213827
566.2475813771628,397.912383650563
543.8617003334336,406.83888824580475
508.08418252328306,436.2858910662045
529.1639371721467,413.53263059025033
626.6934206182311,391.6942039178392
620.1777822107894,355.9146163287142
598.8447905147756,401.32745963710033
606.9870923058429,442.7300599508835
649.0672325078892,382.87680970294264
619.146752570064,468.3791808287741
656.7921084213716,481.9262329273082
612.366610474774,498.89379601420274
612.4646732608852,474.1510777902207
571.6132474809333,423.237426099737
571.2311140804742,466.4777477487435
583.3410267650995,474.4260673398812
